Model,Term,Coefficient_Type,Coefficient,Hazard_Ratio,Standard_Error,Z_Score,P_Value,Lower_CI,Upper_CI,CI_Width,Model_AIC,Model_LogLik,Model_C_Index,N_Observations,N_Events,Significance_Level,Effect_Size_Category,Risk_Direction,Formula,Analysis_Type
llama_33,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,3.599568,36.5824,15.04755,0.2392,0.810941,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(adv_id)[T.p4]:prompt_to_prompt_drift,Adversarial_ID,2.545218,12.746,14.395683,0.1768,0.859662,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,0.25075,1.285,6.689809,0.0375,0.9701,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(difficulty_level)[T.professional],Difficulty_Level,0.093268,1.0978,0.129597,0.7197,0.471725,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(difficulty_level)[T.elementary],Difficulty_Level,0.025804,1.0261,0.133472,0.1933,0.8467,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(difficulty_level)[T.high_school],Difficulty_Level,0.019075,1.0193,0.141068,0.1352,0.892436,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,context_to_prompt_drift,Drift_Effect,-3.096303,0.0452,1.81291,-1.7079,0.087651,,,,4610.0398,-2263.0199,0.4158,3656,377,Marginally_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,prompt_to_prompt_drift,Drift_Effect,1.462306,4.3159,5.745508,0.2545,0.799099,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,cumulative_drift,Drift_Effect,-0.795991,0.4511,3.401364,-0.234,0.814969,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-3.37503,0.0342,2.463346,-1.3701,0.170656,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,0.224768,1.252,0.186789,1.2033,0.22885,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,1.563966,4.7777,2.423085,0.6454,0.518639,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Medical_Health],Subject_Cluster,0.120154,1.1277,0.188999,0.6357,0.524946,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,1.413174,4.109,2.246003,0.6292,0.529221,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,-0.841437,0.4311,2.265168,-0.3715,0.710289,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Humanities],Subject_Cluster,0.072897,1.0756,0.205396,0.3549,0.722658,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Law_Legal],Subject_Cluster,-0.065145,0.9369,0.195839,-0.3326,0.7394,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.STEM],Subject_Cluster,-0.063652,0.9383,0.197218,-0.3228,0.746884,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,-0.589485,0.5546,2.765212,-0.2132,0.831187,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,-0.400309,0.6701,2.610025,-0.1534,0.878104,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_33,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,-0.016229,0.9839,0.216028,-0.0751,0.940115,,,,4610.0398,-2263.0199,0.4158,3656,377,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p8],Adversarial_ID,0.36354,1.4384,0.286856,1.2673,0.205038,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p6],Adversarial_ID,-0.409786,0.6638,0.327076,-1.2529,0.210251,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p3]:prompt_to_prompt_drift,Adversarial_ID,-17.227063,0.0,16.581922,-1.0389,0.298848,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p2],Adversarial_ID,-0.223682,0.7996,0.316162,-0.7075,0.479262,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,5.235718,187.8639,7.477303,0.7002,0.483793,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p5],Adversarial_ID,0.203187,1.2253,0.292816,0.6939,0.48774,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,-5.259773,0.0052,7.626777,-0.6896,0.490417,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p4]:prompt_to_prompt_drift,Adversarial_ID,-9.67876,0.0001,16.603541,-0.5829,0.559938,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p6]:prompt_to_prompt_drift,Adversarial_ID,7.584996,1968.4379,13.176266,0.5757,0.564848,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,3.796983,44.5665,6.671708,0.5691,0.569277,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p5]:prompt_to_prompt_drift,Adversarial_ID,7.460669,1738.3111,15.740703,0.474,0.635519,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p8]:cumulative_drift,Adversarial_ID,-3.258801,0.0384,6.95472,-0.4686,0.639374,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p5]:cumulative_drift,Adversarial_ID,-2.937108,0.053,7.626588,-0.3851,0.700153,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p7]:cumulative_drift,Adversarial_ID,-2.545668,0.0784,6.748238,-0.3772,0.705999,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,2.517238,12.3943,8.161577,0.3084,0.757759,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p7],Adversarial_ID,-0.093827,0.9104,0.310777,-0.3019,0.762721,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p3],Adversarial_ID,0.079627,1.0829,0.298951,0.2664,0.789966,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p4],Adversarial_ID,0.047864,1.049,0.299655,0.1597,0.873093,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p2]:prompt_to_prompt_drift,Adversarial_ID,-2.216505,0.109,16.426777,-0.1349,0.892665,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,1.664808,5.2847,14.418026,0.1155,0.908075,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,0.712054,2.0382,7.581396,0.0939,0.925172,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p1],Adversarial_ID,0.026847,1.0272,0.303729,0.0884,0.929566,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p8]:prompt_to_prompt_drift,Adversarial_ID,0.737139,2.0899,14.461063,0.051,0.959346,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(adv_id)[T.p1]:prompt_to_prompt_drift,Adversarial_ID,0.403703,1.4974,15.568615,0.0259,0.979313,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(difficulty_level)[T.elementary],Difficulty_Level,-0.132425,0.876,0.181261,-0.7306,0.465038,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(difficulty_level)[T.high_school],Difficulty_Level,-0.090227,0.9137,0.195468,-0.4616,0.644373,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(difficulty_level)[T.professional],Difficulty_Level,0.033328,1.0339,0.172237,0.1935,0.846566,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,context_to_prompt_drift,Drift_Effect,2.557914,12.9089,1.909536,1.3395,0.180393,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,prompt_to_prompt_drift,Drift_Effect,-1.342555,0.2612,6.237594,-0.2152,0.829583,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,cumulative_drift,Drift_Effect,-0.491278,0.6118,3.445401,-0.1426,0.886614,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,4.261604,70.9236,2.863182,1.4884,0.136641,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Medical_Health],Subject_Cluster,-0.267234,0.7655,0.255276,-1.0468,0.295172,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,1.958787,7.0907,3.158961,0.6201,0.535209,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,-1.780617,0.1685,2.941329,-0.6054,0.544928,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,0.10337,1.1089,0.25227,0.4098,0.681982,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Law_Legal],Subject_Cluster,-0.08285,0.9205,0.256743,-0.3227,0.746926,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,0.965292,2.6256,3.077243,0.3137,0.753758,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.STEM],Subject_Cluster,-0.042954,0.958,0.242638,-0.177,0.859487,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Humanities],Subject_Cluster,-0.04493,0.9561,0.25974,-0.173,0.862667,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-0.309694,0.7337,2.845357,-0.1088,0.913328,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,0.226109,1.2537,2.846779,0.0794,0.936694,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_maverick,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,0.002089,1.0021,0.25569,0.0082,0.993481,,,,2162.6852,-1039.3426,0.698,3448,174,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
llama_4_scout,C(adv_id)[T.p5],Adversarial_ID,0.267114,1.3062,0.242077,1.1034,0.269841,,,,4773.4881,-2344.744,0.4318,3872,385,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
